Brand,Model_Year,Fuel_Type,Transmission,Kilometers_Driven,Mileage_kmpl,Engine_CC,Owner_Type,Seats,Price_Lakh
Toyota,2008,Petrol,Automatic,40010,24.8,935,Third,5,9.33
Hyundai,2008,Diesel,Automatic,190226,19.6,2006,Second,6,0.78
Toyota,2022,Electric,Manual,40851,22.9,2532,Third,7,15.46
Hyundai,2021,Electric,Automatic,127761,24.2,1995,Second,7,7.81
Hyundai,2023,Electric,Manual,161568,23.9,1708,Second,5,5.86
Hyundai,2015,Diesel,Manual,132152,15.7,1389,First,5,7.03
Hyundai,2007,Petrol,Automatic,167008,11.2,2751,First,5,1.08
Mahindra,2012,CNG,Automatic,83858,12.6,1755,Second,5,8.05
Maruti,2018,Electric,Automatic,72005,10.9,1943,First,7,5.58
Tata,2005,Petrol,Automatic,42493,11.6,2131,First,6,5.36
Honda,2018,Diesel,Automatic,172462,12.8,2353,Third,7,9.26
Tata,2006,CNG,Automatic,15292,15.1,2606,First,5,6.66
Tata,2008,Electric,Automatic,97377,18.2,2900,Second,4,5.32
Toyota,2023,Diesel,Manual,164437,20.7,1605,First,7,13.68
Maruti,2010,Diesel,Automatic,153279,13.2,2255,Third,4,3.36
Toyota,2005,CNG,Automatic,106735,20.1,851,Second,4,7.16
Maruti,2021,Petrol,Manual,27912,20.6,871,First,5,4.79
Maruti,2012,Electric,Automatic,85771,18.4,827,Second,7,2.86
Hyundai,2023,Electric,Automatic,192644,23.6,1268,First,6,5.84
Mahindra,2005,Petrol,Manual,112293,11.7,1563,Third,7,5.11
Hyundai,2009,Petrol,Automatic,104083,12.7,2224,First,6,4.43
Mahindra,2020,Petrol,Automatic,118655,16.4,1619,Second,6,10.8
Toyota,2010,CNG,Automatic,155348,11.9,2289,Second,5,10.06
Mahindra,2012,CNG,Automatic,102459,18.5,2475,Second,6,8.56
Toyota,2017,Electric,Automatic,141606,16.0,1359,First,7,11.61
Tata,2020,CNG,Automatic,171742,14.3,1178,First,7,6.76
Tata,2007,Diesel,Manual,198219,12.5,2718,First,4,2.36
Mahindra,2023,Electric,Automatic,116695,15.0,1875,Third,6,12.02
Mahindra,2016,CNG,Automatic,172558,19.1,878,Third,5,6.65
Toyota,2020,Petrol,Manual,39268,18.6,2208,Third,5,13.54
Hyundai,2015,Diesel,Manual,112338,12.5,1633,Second,7,3.93
Toyota,2014,Petrol,Automatic,31336,11.9,1831,Second,6,11.62
Hyundai,2008,Electric,Manual,8641,10.4,2872,Second,5,4.79
Tata,2016,Petrol,Automatic,92132,10.2,1249,Second,6,7.63
Maruti,2006,CNG,Automatic,37959,23.2,2792,Second,6,3.1
Mahindra,2023,CNG,Manual,149378,10.7,2284,First,4,11.02
Hyundai,2009,Electric,Automatic,182254,21.0,2542,Second,5,3.76
Toyota,2012,Petrol,Automatic,79123,23.1,2770,First,4,12.64
Tata,2011,Electric,Manual,192398,11.5,2350,Third,5,4.97
Hyundai,2018,Petrol,Manual,26498,16.5,1489,Third,6,7.85
Toyota,2007,Diesel,Manual,75198,24.4,2790,Third,5,10.14
Mahindra,2022,CNG,Manual,32197,22.5,2201,Third,7,12.09
Mahindra,2020,Electric,Automatic,156791,17.3,1386,Third,6,9.06
Honda,2023,Diesel,Manual,113775,21.4,2951,Second,5,12.02
Maruti,2023,Diesel,Manual,30032,22.5,2629,Second,4,8.35
Honda,2022,Electric,Manual,64624,15.2,2785,Second,4,12.79
Tata,2020,Electric,Manual,83177,23.4,1426,Third,6,9.65
Hyundai,2012,Diesel,Manual,46964,17.1,2831,Third,4,7.14
